City,Locality,BHK,total_sqft,price,price_per_sqft
Bangalore,Hennur Road,3.0,2089.0,140.0,6701.771182383915
Bangalore,Kothannur,2.0,1206.0,48.23,3999.1708126036483
Bangalore,Kalena Agrahara,2.0,1150.0,40.0,3478.2608695652175
Bangalore,Cholanayakanahalli,3.0,2511.0,205.0,8164.078056551175
Bangalore,Kaval Byrasandra,2.0,460.0,22.0,4782.608695652174
Bangalore,ISRO Layout,6.0,4400.0,250.0,5681.818181818182
Bangalore,Kodanda Reddy Layout,3.0,1660.0,105.0,6325.301204819277
Bangalore,Hennur Road,4.0,3203.5,224.5,7007.960043702201
Bangalore,Yelahanka,2.0,1326.0,78.0,5882.35294117647
Bangalore,Garudachar Palya,3.0,1325.0,60.8,4588.679245283019
Bangalore,EPIP Zone,3.0,1499.0,102.0,6804.536357571715
Bangalore,Hegde Nagar,6.0,3000.0,210.0,7000.0
Bangalore,Kanakpura Road,3.0,1665.0,88.0,5285.285285285286
Bangalore,Dasanapura,2.0,708.0,37.0,5225.988700564972
Bangalore,Kasavanhalli,2.0,1060.0,58.06,5477.358490566037
Bangalore,Rajaji Nagar,6.0,710.0,160.0,22535.211267605635
Bangalore,Sanjay nagar,2.0,1000.0,70.0,7000.0
Bangalore,Electronic City,2.0,1000.0,28.88,2888.0
Bangalore, Mysore Highway,3.0,1450.0,70.0,4827.586206896552
Bangalore,ISRO Layout,4.0,1200.0,155.0,12916.666666666666
Bangalore,Thanisandra,2.0,1296.0,80.0,6172.83950617284
Bangalore,Domlur,3.0,1540.0,90.0,5844.1558441558445
Bangalore,Kengeri,4.0,2894.0,245.0,8465.791292328957
Bangalore,Sarjapura - Attibele Road,3.0,1330.0,48.0,3609.0225563909776
Bangalore,Devasthanagalu,2.0,1200.0,65.0,5416.666666666667
Bangalore,T Dasarahalli,3.0,1200.0,90.0,7500.0
Bangalore,Yeshwanthpur,3.0,2502.0,138.0,5515.587529976019
Bangalore,Chandapura,2.0,650.0,17.0,2615.3846153846152
Bangalore,Kothanur,3.0,2400.0,150.0,6250.0
Bangalore,Green View Layout,2.0,1007.0,43.0,4270.109235352532
Bangalore,Shantiniketan Layout,2.0,1200.0,50.0,4166.666666666667
Bangalore,Peenya,2.0,966.0,49.9,5165.631469979296
Bangalore,Nagarbhavi,3.0,1630.0,98.0,6012.269938650306
Bangalore,Rajaji Nagar,3.0,1640.0,229.0,13963.414634146342
Bangalore,Jalahalli West,2.0,782.0,55.68,7120.204603580562
Bangalore,Devanahalli,2.0,1260.0,66.78,5300.0
Bangalore,Lakshmiamma Garden,3.0,1800.0,120.0,6666.666666666667
Bangalore,Byatarayanapura,3.0,1413.0,75.0,5307.855626326964
Bangalore,Whitefield,2.0,1116.0,51.91,4651.433691756272
Bangalore,Electronic City,3.0,1530.0,45.9,3000.0
Bangalore,Ramamurthy Nagar,4.0,3700.0,225.0,6081.081081081081
Bangalore,Sarjapur  Road,3.0,2497.0,140.0,5606.728073688426
Bangalore,Kengeri,3.0,1540.0,64.0,4155.8441558441555
Bangalore,Thanisandra,3.0,1436.0,74.75,5205.431754874652
Bangalore,Malleshwaram,2.0,1100.0,75.0,6818.181818181818
Bangalore,Hennur Road,2.0,276.0,23.0,8333.333333333334
Bangalore,Thanisandra,3.0,1427.0,120.0,8409.250175192712
Bangalore,Akshaya Nagar,3.0,2061.0,200.0,9704.02717127608
Bangalore,Hebbal,4.0,5611.5,477.0,8500.400962309543
Bangalore,Shampura,4.0,2650.0,150.0,5660.377358490566
Bangalore,Devanahalli,3.0,1282.0,68.52,5344.773790951638
Bangalore,Kadugodi,2.0,1050.0,34.0,3238.095238095238
Bangalore,LB Shastri Nagar,3.0,1600.0,65.0,4062.5
Bangalore,Vajarahalli,2.0,945.0,54.0,5714.285714285715
Bangalore,Hormavu,2.0,1500.0,78.0,5200.0
Bangalore,Vishwapriya Layout,7.0,950.0,115.0,12105.263157894737
Bangalore,Peenya,3.0,1870.0,110.0,5882.35294117647
Bangalore,Sarjapur,3.0,1600.0,75.0,4687.5
Bangalore,Electronic City,2.0,880.0,16.5,1875.0
Bangalore,Ramaswamy Palya - Kammanahalli Main Road,4.0,1200.0,210.0,17500.0
Bangalore,Kudlu Gate,3.0,1535.0,83.0,5407.166123778502
Bangalore,Kanakpura Road,2.0,950.0,57.0,6000.0
Bangalore,Devanahalli,2.0,1360.0,65.0,4779.411764705882
Bangalore,8th Phase JP Nagar,2.0,1073.5,54.005,5030.740568234746
Bangalore,Bommasandra Industrial Area,3.0,1280.0,50.4,3937.5
Bangalore,Chandra Layout,3.0,1260.0,85.05,6750.0
Bangalore,Hennur Road,8.0,5000.0,250.0,5000.0
Bangalore,Yelahanka,5.0,3050.0,213.0,6983.606557377049
Bangalore,Kasavanhalli,3.0,1563.05,105.0,6717.635392341896
Bangalore,ISRO Layout,2.0,1000.0,60.0,6000.0
Bangalore,Anandapura,2.0,1167.0,43.76,3749.7857754927163
Bangalore,Vishveshwarya Layout,7.0,4000.0,225.0,5625.0
Bangalore,Kothanur,3.0,1828.0,110.0,6017.505470459519
Bangalore,Kengeri Satellite Town,2.0,890.0,35.0,3932.5842696629215
Bangalore,Basavanapura,3.0,1612.0,46.74,2899.5037220843674
Bangalore,Dinnur,6.0,1034.0,185.0,17891.682785299807
Bangalore,Mysore Road,3.0,1710.0,91.31,5339.766081871345
Bangalore,Kannamangala,2.0,957.0,58.0,6060.606060606061
Bangalore, Devarachikkanahalli,3.0,1250.0,44.0,3520.0
Bangalore,Sanjeevini Nagar,3.0,2795.0,235.0,8407.871198568873
Bangalore,Hulimavu,2.0,1125.0,50.0,4444.444444444444
Bangalore,Electronic City Phase II,2.0,1020.0,30.6,3000.0
Bangalore,Kalena Agrahara,2.0,1200.0,50.0,4166.666666666667
Bangalore,Thanisandra,3.0,1735.0,135.0,7780.979827089337
Bangalore,Thanisandra,3.0,2050.0,145.0,7073.170731707317
Bangalore,Mahalakshmi Layout,4.0,3750.0,760.0,20266.666666666668
Bangalore,Yarandahalli,3.0,1350.0,48.0,3555.5555555555557
Bangalore,Hosa Road,2.0,1063.0,32.0,3010.348071495767
Bangalore,Keshava Nagar,3.0,1904.0,150.0,7878.151260504202
Bangalore,Whitefield,4.0,4200.0,420.0,10000.0
Bangalore,RMV Extension,3.0,2000.0,175.0,8750.0
Bangalore,Sarjapur,2.0,1242.5,43.49,3500.201207243461
Bangalore,Tejaswini Nagar,3.0,1425.0,75.0,5263.1578947368425
Bangalore,Electronic City,3.0,1500.0,64.5,4300.0
Bangalore,Electronic City,2.0,1060.0,60.0,5660.377358490566
Bangalore,Jai Bheema Nagar,3.0,1470.0,70.0,4761.9047619047615
Bangalore,Kothnur Narayanapura,6.0,1300.0,99.0,7615.384615384615
Bangalore,Attibele,1.0,450.0,11.0,2444.4444444444443
Bangalore,Electronic City,2.0,1152.0,64.5,5598.958333333333
Bangalore,Electronic City,3.0,1350.0,56.0,4148.148148148148
Bangalore,CV Raman Nagar,3.0,1550.0,65.0,4193.548387096775
Bangalore,CHIKKATIRUPATHI,3.0,1500.0,100.0,6666.666666666667
Bangalore,Kumaraswami Layout,5.0,600.0,85.0,14166.666666666666
Bangalore,Nagavara,1.0,400.0,14.0,3500.0
Bangalore,Malleshwaram,1.0,705.0,67.0,9503.54609929078
Bangalore,Electronic City,2.0,770.0,36.0,4675.324675324675
Bangalore,Hulimavu,2.0,1242.0,51.0,4106.280193236715
Bangalore,Hebbal Kempapura,3.0,1700.0,155.0,9117.64705882353
Bangalore,Thanisandra,3.0,2144.0,145.0,6763.059701492537
Bangalore,Vijayanagar,3.0,1704.0,110.0,6455.399061032864
Bangalore,Electronic City,2.0,1070.0,52.0,4859.813084112149
Bangalore,8th block Koramangala,3.0,1846.0,300.0,16251.354279523293
Bangalore,Jakkuru Layout,2.0,1340.0,55.7,4156.7164179104475
Bangalore,Electronic City,2.0,1025.0,46.0,4487.804878048781
Bangalore,KR Puram,2.0,1277.5,56.8,4446.183953033268
Bangalore,Marathahalli,2.0,1200.0,52.0,4333.333333333333
Bangalore,Kanakpura Road,4.0,2250.0,110.0,4888.888888888889
Bangalore,Pattandur Agrahara,3.0,1550.0,80.0,5161.290322580645
Bangalore,Bellandur,4.0,1200.0,325.0,27083.333333333332
Bangalore,Ejipura,7.0,1800.0,250.0,13888.888888888889
Bangalore,Marathahalli,2.0,1200.0,60.0,5000.0
Bangalore,Yelahanka,2.0,1327.0,98.0,7385.079125847777
Bangalore,Kothanur,2.0,1186.0,58.0,4890.387858347386
Bangalore,MS Pallya,3.0,1783.0,115.0,6449.8037016264725
Bangalore,HSR Layout,3.0,1400.0,56.0,4000.0
Bangalore,Nagasandra,2.0,980.0,48.0,4897.959183673469
Bangalore,EPIP Zone,2.0,1285.0,82.0,6381.322957198444
Bangalore,Langford Town,3.0,912.0,70.0,7675.438596491228
Bangalore,Whitefield,2.0,1225.0,47.6,3885.714285714286
Bangalore,Whitefield,2.0,1075.0,53.0,4930.232558139535
Bangalore,Kadugodi,3.0,1260.0,54.0,4285.714285714285
Bangalore,Yelahanka,3.0,1282.0,48.7,3798.751950078003
Bangalore,Kogilu,3.0,1909.0,88.0,4609.743321110529
Bangalore,Panathur,2.0,1359.0,87.0,6401.766004415011
Bangalore,Nagondanahalli,2.0,1207.0,43.5,3603.976801988401
Bangalore,Padmanabhanagar,4.0,1736.0,190.0,10944.700460829494
Bangalore,1st Block Jayanagar,4.0,2850.0,428.0,15017.543859649122
Bangalore,Kammasandra,3.0,1595.0,65.0,4075.2351097178685
Bangalore,"Off Sarjapur Road, ",3.0,1798.0,89.0,4949.944382647386
Bangalore,Electronics City Phase 1,3.0,1475.0,78.29,5307.796610169492
Bangalore,Tala Cauvery Layout,3.0,1580.0,100.0,6329.113924050633
Bangalore,Dasarahalli,2.0,1295.0,65.0,5019.305019305019
Bangalore,Magadi Road,6.0,3600.0,141.0,3916.6666666666665
Bangalore,Electronic City,1.0,589.0,27.0,4584.040747028863
Bangalore,Ngef Layout,3.0,1415.0,78.0,5512.367491166077
Bangalore,Sarjapur  Road,3.0,1787.0,98.29,5500.279798545048
Bangalore,Sarjapur  Road,3.0,1787.0,125.0,6994.963626189144
Bangalore,Koramangala,3.0,1475.0,90.0,6101.6949152542375
Bangalore,"Lakshminarayanapura, Electronic City Phase 2",4.0,2000.0,75.5,3775.0
Bangalore,Sarjapur  Road,2.0,984.0,44.28,4500.0
Bangalore,Devanahalli,3.0,1630.0,74.82,4590.184049079754
Bangalore,Muthurayya Swamy Layout,3.0,2405.0,260.0,10810.81081081081
Bangalore,7th Phase JP Nagar,2.0,1080.0,72.0,6666.666666666667
Bangalore,Shantiniketan Layout,2.0,1500.0,115.0,7666.666666666667
Bangalore,Hebbal,3.0,1900.0,119.0,6263.1578947368425
Bangalore,Dommasandra,2.0,805.0,22.14,2750.3105590062114
Bangalore,Budigere,2.0,1153.0,56.4,4891.587163920208
Bangalore,Dodda Nekkundi Extension,2.0,1148.0,60.0,5226.480836236934
Bangalore,Mylasandra,2.0,1110.0,55.0,4954.954954954955
Bangalore,Electronic City,2.0,1100.0,42.0,3818.181818181818
Bangalore,Kalyan nagar,2.0,1290.0,110.0,8527.131782945737
Bangalore,Dr Shivarama Karantha Nagar,3.0,1500.0,65.0,4333.333333333333
Bangalore,Bank Of Baroda Colony,2.0,1080.0,39.0,3611.1111111111113
Bangalore,Vijayanagar,3.0,1933.0,129.0,6673.564407656492
Bangalore,Ramamurthy Nagar,5.0,3500.0,150.0,4285.714285714285
Bangalore,Kullappa Colony,2.0,1060.0,60.0,5660.377358490566
Bangalore,Chandapura,1.0,645.0,16.45,2550.3875968992247
Bangalore,Mukkutam Nagar,8.0,2600.0,180.0,6923.076923076923
Bangalore,Chandapura,1.0,645.0,16.45,2550.3875968992247
Bangalore,Ashwath Nagar,3.0,1644.0,84.0,5109.489051094891
Bangalore,Ncpr Industrial Layout,2.0,1285.0,72.5,5642.023346303502
Bangalore,Electronic City,3.0,1200.0,90.0,7500.0
Bangalore,Electronic City,2.0,910.0,40.0,4395.604395604396
Bangalore,Kothanur,3.0,1577.0,70.0,4438.807863031072
Bangalore,Meenakunte,3.0,4050.0,280.0,6913.580246913581
Bangalore,OMBR Layout,3.0,2420.0,185.0,7644.628099173554
Bangalore,Chandapura,2.0,800.0,20.0,2500.0
Bangalore,Anand Nagar,2.0,1060.0,55.0,5188.679245283019
Bangalore,7th Phase JP Nagar,2.0,1270.0,93.0,7322.834645669292
Bangalore,Shree Ananth Nagar Layout,2.0,900.0,22.5,2500.0
Bangalore,Kundalahalli Colony,2.0,1280.0,69.0,5390.625
Bangalore,Horamavu Agara,4.0,1200.0,95.0,7916.666666666667
Bangalore,Sarjapur  Road,2.0,1025.0,36.0,3512.1951219512193
Bangalore,Electronic City,2.0,1108.0,63.0,5685.9205776173285
Bangalore,MCECHS  layout,5.0,1200.0,170.0,14166.666666666666
Bangalore,Coffee Board Layout,3.0,3045.0,170.0,5582.922824302134
Bangalore,Ambedkar Nagar,4.0,2900.0,300.0,10344.827586206897
Bangalore,Vijayanagar,3.0,1500.0,75.5,5033.333333333333
Bangalore,Raja Rajeshwari Nagar,2.0,1295.0,43.9,3389.96138996139
Bangalore,Budigere,2.0,1162.0,59.9,5154.9053356282275
Bangalore,Sarjapur  Road,2.0,1035.0,49.2,4753.623188405797
Bangalore,Attibele,4.0,1600.0,52.8,3300.0
Bangalore,KUDLU MAIN ROAD,3.0,1464.0,46.0,3142.0765027322404
Bangalore,Hennur Road,3.0,1866.0,61.58,3300.10718113612
Bangalore,Geleyara Balaga Layout,2.0,700.0,26.0,3714.285714285714
Bangalore,Kalena Agrahara,3.0,1804.0,120.0,6651.884700665189
Bangalore,Sarjapur,2.0,913.0,32.0,3504.9288061336256
Bangalore,Talaghattapura,3.0,1868.0,131.0,7012.847965738758
Bangalore,Kengeri Satellite Town,2.0,883.0,45.0,5096.262740656852
Bangalore,Sundara Nagar,2.0,900.0,110.0,12222.222222222223
Bangalore,Kogilu,3.0,1664.0,73.95,4444.110576923077
Bangalore,Hegde Nagar,3.0,2026.0,132.0,6515.301085883514
Bangalore,Balagere,2.0,1210.0,80.9,6685.950413223141
Bangalore,Meenakunte,4.0,4111.0,250.0,6081.24543906592
Bangalore,Kadugodi,3.0,1762.0,91.45,5190.124858115778
Bangalore,Jigani,3.0,1252.0,55.0,4392.97124600639
Bangalore,Gollarapalya Hosahalli,2.0,861.0,34.5,4006.968641114983
Bangalore,7th Phase JP Nagar,3.0,1420.0,100.0,7042.2535211267605
Bangalore,Srirampura,6.0,1450.0,250.0,17241.379310344826
Bangalore,Electronics City Phase 1,3.0,1490.0,78.8,5288.5906040268455
Bangalore,Bisuvanahalli,3.0,1075.0,46.0,4279.069767441861
Bangalore,Old Madras Road,3.0,1425.0,94.0,6596.491228070176
Bangalore,Kalena Agrahara,2.0,1200.0,40.0,3333.3333333333335
Bangalore,Kaggadasapura,3.0,1280.0,56.0,4375.0
Bangalore,Silver Springs Layout,2.0,1084.0,50.0,4612.546125461255
Bangalore,Chandapura,2.0,1015.0,25.88,2549.753694581281
Bangalore,Kanakpura Road,2.0,1017.0,51.25,5039.331366764995
Bangalore,Haralur Road,2.0,1027.0,44.0,4284.323271665044
Bangalore,Electronic City Phase II,2.0,1069.0,45.0,4209.541627689429
Bangalore,Hebbal,2.0,1349.0,98.2,7279.466271312083
Bangalore,9th Phase JP Nagar,2.0,1005.0,50.0,4975.124378109453
Bangalore,Jakkur,2.0,1417.0,75.0,5292.87226534933
Bangalore,TC Palaya,3.0,1475.0,98.0,6644.067796610169
Bangalore,Maruthi Sevanagar,2.0,950.0,47.0,4947.368421052632
Bangalore,RMV 2nd Stage,4.0,2000.0,120.0,6000.0
Bangalore,Giri Nagar,3.0,880.0,140.0,15909.09090909091
Bangalore,Sarjapur  Road,4.0,1863.0,104.0,5582.393988191089
Bangalore,Singasandra,2.0,1010.0,29.5,2920.792079207921
Bangalore,Kalena Agrahara,3.0,1425.0,70.0,4912.2807017543855
Bangalore,Vijayanagar,3.0,1450.0,100.0,6896.551724137931
Bangalore,Kothanur,3.0,1847.0,105.0,5684.89442338928
Bangalore,AECS Layout,2.0,1100.0,45.0,4090.909090909091
Bangalore,Kanakpura Road,1.0,525.0,26.0,4952.380952380952
Bangalore,Mallasandra,3.0,1665.0,95.0,5705.705705705705
Bangalore,Begur,4.0,1664.0,65.0,3906.25
Bangalore,JP Nagar,3.0,1850.0,150.0,8108.108108108108
Bangalore,Panathur,2.0,1438.0,100.0,6954.102920723227
Bangalore,Sunder Ram Shetty Nagar,3.0,1560.0,115.0,7371.794871794872
Bangalore,Yelahanka,2.0,1350.0,55.55,4114.814814814815
Bangalore,Kanakpura Road,3.0,1550.0,67.0,4322.580645161291
Bangalore,Malleshpalya,2.0,1140.0,46.5,4078.9473684210525
Bangalore,Srirampura,5.0,1200.0,180.0,15000.0
Bangalore,Kodathi,2.0,850.0,27.0,3176.470588235294
Bangalore,Whitefield,2.0,1280.0,75.0,5859.375
Bangalore,Munnekollal,2.0,1170.0,52.0,4444.444444444444
Bangalore,Motappa Layout,2.0,1113.0,51.0,4582.210242587601
Bangalore,Hennur Road,2.0,1385.0,83.09,5999.27797833935
Bangalore,Electronic City,2.0,1128.0,65.0,5762.41134751773
Bangalore,Marathahalli,2.0,1200.0,128.0,10666.666666666666
Bangalore,Akshaya Vana,4.0,1200.0,165.0,13750.0
Bangalore,Rajaji Nagar,3.0,2390.0,415.0,17364.016736401674
Bangalore,Giri Nagar,4.0,2400.0,400.0,16666.666666666668
Bangalore,Haralur Road,3.0,1464.0,56.0,3825.136612021858
Bangalore,Manayata Tech Park,2.0,1200.0,55.0,4583.333333333333
Bangalore,Kaval Byrasandra,2.0,1200.0,52.0,4333.333333333333
Bangalore,Kaggalipura,3.0,1150.0,55.0,4782.608695652174
Bangalore,Basavanna Nagar,3.0,1645.0,95.0,5775.075987841945
Bangalore,Sarjapur  Road,2.0,1000.0,67.0,6700.0
Bangalore,Haralur Road,4.0,2650.0,198.0,7471.698113207547
Bangalore,6th Phase JP Nagar,2.0,1192.0,74.0,6208.053691275168
Bangalore,Ulsoor,3.0,2135.0,215.0,10070.257611241217
Bangalore,Whitefield,2.0,1173.0,58.0,4944.58653026428
Bangalore,Uttarahalli,2.0,1020.0,45.0,4411.764705882353
Bangalore,Thigalarapalya,4.0,3122.0,230.0,7367.072389493914
Bangalore,Somasundara Palya,3.0,1600.0,64.0,4000.0
Bangalore,T.C PALYA,2.0,1200.0,79.0,6583.333333333333
Bangalore,Muneshwara Nagar,2.0,1230.0,48.0,3902.439024390244
Bangalore, Devarachikkanahalli,2.0,1250.0,40.0,3200.0
Bangalore,Kalena Agrahara,2.0,1325.0,76.0,5735.8490566037735
Bangalore,7th Phase JP Nagar,3.0,1850.0,150.0,8108.108108108108
Bangalore,Kanakpura Road,1.0,525.0,21.53,4100.952380952381
Bangalore,Basaveshwara Nagar,2.0,1200.0,65.0,5416.666666666667
Bangalore,Bull Temple Road,3.0,1350.0,140.0,10370.37037037037
Bangalore,Bommasandra,3.0,1260.0,49.36,3917.4603174603176
Bangalore,Prashanth Nagar,3.0,1800.0,150.0,8333.333333333334
Bangalore,Suragajakkanahalli,3.0,11.0,74.0,672727.2727272727
Bangalore,Ardendale,2.0,1100.0,43.25,3931.818181818182
Bangalore,Harlur,2.0,1508.0,77.0,5106.100795755968
Bangalore,Sampigehalli,3.0,1592.0,75.0,4711.05527638191
Bangalore,Akshaya Nagar,2.0,1388.0,57.0,4106.628242074928
Bangalore,Electronic City Phase II,1.0,630.0,28.35,4500.0
Bangalore,RMV,3.0,2000.0,365.0,18250.0
Bangalore,Banashankari3rd stage bigbazar,3.0,1762.0,125.0,7094.211123723042
Bangalore,Bagalur Main Road,2.0,950.0,50.0,5263.1578947368425
Bangalore,Kodihalli,4.0,3252.0,335.0,10301.353013530135
Bangalore,Magadi Road,2.0,1116.0,50.0,4480.286738351255
Bangalore,Narayanapura,2.0,1308.0,89.04,6807.339449541284
Bangalore,MS Pallya,3.0,1200.0,90.0,7500.0
Bangalore,Binny Mills Employees Colony,4.0,1500.0,230.0,15333.333333333334
Bangalore,Bannerghatta Road,1.0,500.0,18.5,3700.0
Bangalore,Hennur,2.0,1075.0,52.0,4837.209302325581
Bangalore,Chandapura,1.0,530.0,11.66,2200.0
Bangalore,Bellandur,2.0,1205.0,66.0,5477.178423236514
Bangalore,5th Phase JP Nagar,2.0,1075.0,60.0,5581.395348837209
Bangalore,KR Puram,2.0,930.0,39.0,4193.548387096775
Bangalore,Balagere,2.0,1380.0,60.0,4347.826086956522
Bangalore,Hebbal,4.0,2483.0,212.0,8538.058799838904
Bangalore,Kodigehaali,2.0,1166.0,55.0,4716.981132075472
Bangalore,Bannerghatta Road,2.0,1050.0,65.0,6190.476190476191
Bangalore,Gopalapura,3.0,2023.71,275.0,13588.903548433324
Bangalore,Begur Road,2.0,1200.0,46.8,3900.0
Bangalore,Lakshminarayana Pura,3.0,1600.0,108.0,6750.0
Bangalore,Billekahalli,3.0,1935.0,110.0,5684.754521963824
Bangalore,8th Phase JP Nagar,1.0,451.0,29.9,6629.711751662971
Bangalore,Electronic City,3.0,1800.0,95.0,5277.777777777777
Bangalore,Jalahalli,3.0,1400.0,77.0,5500.0
Bangalore,Hegde Nagar,3.0,1801.0,115.0,6385.341476957246
Bangalore,Mahadevpura,2.0,1451.0,90.0,6202.618883528601
Bangalore,Anekal,2.0,1200.0,36.0,3000.0
Bangalore,Begur Road,2.0,1160.0,44.0,3793.103448275862
Bangalore,Kengeri,2.0,1000.0,25.0,2500.0
Bangalore,Kanakpura Road,2.0,950.0,40.0,4210.526315789473
Bangalore,"Hoodi Circle, ",3.0,1629.0,79.0,4849.600982197668
Bangalore,Vijayanagar,3.0,1580.0,134.0,8481.012658227848
Bangalore,Vijayanagar,3.0,1826.0,121.0,6626.506024096386
Bangalore,7th Phase JP Nagar,2.0,1245.0,94.0,7550.2008032128515
Bangalore,Raja Rajeshwari Nagar,2.0,1145.0,45.79,3999.126637554585
Bangalore,Sompura,2.0,825.0,33.0,4000.0
Bangalore,Yeshwanthpur,3.0,1693.0,108.0,6379.208505611341
Bangalore,Electronics City Phase 1,2.0,1113.27,53.0,4760.74986301616
Bangalore,Ashirvad Colony,2.0,1460.0,58.0,3972.6027397260273
Bangalore,Doddathoguru,2.0,1050.0,32.0,3047.6190476190477
Bangalore,Dodda Nekkundi,2.0,1260.0,55.0,4365.079365079365
Bangalore,K N Extension,6.0,700.0,120.0,17142.85714285714
